run_id,timestamp,distance_km,sigma_r,sigma_s,R,Gamma,N_samples,mean_r,std_r,min_r,max_r,mean_Ti,std_Ti,min_Ti,max_Ti,T_eff
20260501_224544,2026-05-01 22:45:44,19.0000000000,0.0421697427,0.0298185110,0.4256987375,2.0000026122,60000,0.0373487695,0.0195333095,0.0002351185,0.1330205909,0.0253767790,0.0001233183,0.0242860876,0.0255011602,0.0253767790
20260501_224544,2026-05-01 22:45:44,19.0000000000,0.0446536072,0.0315748685,0.4256987375,2.0000026122,60000,0.0395123728,0.0206867117,0.0003458273,0.1542419634,0.0253619716,0.0001385336,0.0238810201,0.0255011557,0.0253619716
20260501_224544,2026-05-01 22:45:44,19.0000000000,0.0471552321,0.0333437844,0.4256987375,2.0000026122,60000,0.0418964862,0.0218450857,0.0001717287,0.1602784719,0.0253450451,0.0001549438,0.0237562486,0.0255011620,0.0253450451
20260501_224544,2026-05-01 22:45:44,19.0000000000,0.0496719341,0.0351233614,0.4256987375,2.0000026122,60000,0.0440967009,0.0230081139,0.0002621595,0.1670299276,0.0253282769,0.0001709557,0.0236118464,0.0255011592,0.0253282769
20260501_224544,2026-05-01 22:45:44,19.0000000000,0.0522015325,0.0369120577,0.4256987375,2.0000026122,60000,0.0461609175,0.0242623008,0.0001563608,0.1768016423,0.0253112564,0.0001897396,0.0233939751,0.0255011623,0.0253112564
20260501_224544,2026-05-01 22:45:44,19.0000000000,0.0304138127,0.0215058132,0.4256987375,2.0000026122,60000,0.0269972399,0.0141802328,0.0001466858,0.1017116893,0.0254359029,0.0000654057,0.0247835647,0.0255011626,0.0254359029
20260501_224544,2026-05-01 22:45:44,19.0000000000,0.0309592879,0.0218915224,0.4256987375,2.0000026122,60000,0.0274780670,0.0143676773,0.0002260394,0.1085264449,0.0254336943,0.0000673002,0.0246857889,0.0255011605,0.0254336943
20260501_224544,2026-05-01 22:45:44,19.0000000000,0.0317170121,0.0224273144,0.4256987375,2.0000026122,60000,0.0281126170,0.0147296066,0.0000935434,0.1000415337,0.0254304895,0.0000707471,0.0248066167,0.0255011635,0.0254304895
20260501_224545,2026-05-01 22:45:45,19.0000000000,0.0326722214,0.0231027493,0.4256987375,2.0000026122,60000,0.0290415077,0.0151933007,0.0001371405,0.1092866140,0.0254258043,0.0000752053,0.0246745141,0.0255011627,0.0254258043
20260501_224545,2026-05-01 22:45:45,19.0000000000,0.0338081807,0.0239059938,0.4256987375,2.0000026122,60000,0.0299995590,0.0156527627,0.0002374212,0.1105154482,0.0254208571,0.0000799499,0.0246561328,0.0255011601,0.0254208571
20260501_224545,2026-05-01 22:45:45,19.0000000000,0.0351073490,0.0248246445,0.4256987375,2.0000026122,60000,0.0310673791,0.0162686751,0.0001427854,0.1165733384,0.0254149269,0.0000865078,0.0245627252,0.0255011626,0.0254149269
20260501_224545,2026-05-01 22:45:45,19.0000000000,0.0365523278,0.0258463988,0.4256987375,2.0000026122,60000,0.0324915051,0.0169359172,0.0001640501,0.1279671174,0.0254070520,0.0000933928,0.0243746241,0.0255011622,0.0254070520
20260501_224545,2026-05-01 22:45:45,19.0000000000,0.0381265422,0.0269595365,0.4256987375,2.0000026122,60000,0.0338784641,0.0176730542,0.0000167422,0.1303935662,0.0253988446,0.0001017452,0.0243325006,0.0255011641,0.0253988446
20260501_224545,2026-05-01 22:45:45,19.0000000000,0.0398146658,0.0281532202,0.4256987375,2.0000026122,60000,0.0352357102,0.0184689321,0.0002059626,0.1465963518,0.0253902965,0.0001111208,0.0240330544,0.0255011611,0.0253902965
20260501_224545,2026-05-01 22:45:45,19.0000000000,0.0416028346,0.0294176465,0.4256987375,2.0000026122,60000,0.0369496084,0.0192364705,0.0000785898,0.1333471595,0.0253796466,0.0001202485,0.0242802595,0.0255011636,0.0253796466
20260501_224545,2026-05-01 22:45:45,19.0000000000,0.0434787066,0.0307440882,0.4256987375,2.0000026122,60000,0.0385196209,0.0202290631,0.0000958687,0.1499895535,0.0253686711,0.0001325462,0.0239664150,0.0255011634,0.0253686711
20260501_224545,2026-05-01 22:45:45,19.0000000000,0.0454314191,0.0321248645,0.4256987375,2.0000026122,60000,0.0402853092,0.0209193388,0.0001735501,0.1761570116,0.0253570018,0.0001426035,0.0234086657,0.0255011620,0.0253570018
20260501_224546,2026-05-01 22:45:46,19.0000000000,0.0474514868,0.0335532681,0.4256987375,2.0000026122,60000,0.0420038085,0.0218699342,0.0001172854,0.1533730511,0.0253443396,0.0001549836,0.0238986382,0.0255011631,0.0253443396
20260501_224546,2026-05-01 22:45:46,19.0000000000,0.0495306693,0.0350234721,0.4256987375,2.0000026122,60000,0.0438985023,0.0230669672,0.0001924970,0.1614755635,0.0253293098,0.0001714773,0.0237310159,0.0255011615,0.0253293098
20260501_224546,2026-05-01 22:45:46,19.0000000000,0.0516618296,0.0365304300,0.4256987375,2.0000026122,60000,0.0456483499,0.0239728365,0.0000758936,0.1868001818,0.0253154817,0.0001849233,0.0231604921,0.0255011637,0.0253154817
20260501_224546,2026-05-01 22:45:46,19.0000000000,0.0538387956,0.0380697775,0.4256987375,2.0000026122,60000,0.0476379335,0.0249503596,0.0000562513,0.1811501156,0.0252993023,0.0002002752,0.0232937220,0.0255011638,0.0252993023
20260501_224546,2026-05-01 22:45:46,19.0000000000,0.0560562310,0.0396377411,0.4256987375,2.0000026122,60000,0.0497177848,0.0260172682,0.0002338004,0.1808442478,0.0252815280,0.0002178709,0.0233008391,0.0255011602,0.0252815280
20260501_224546,2026-05-01 22:45:46,19.0000000000,0.0583095189,0.0412310563,0.4256987375,2.0000026122,60000,0.0516685036,0.0269109160,0.0001733692,0.2118732759,0.0252645914,0.0002344288,0.0225304597,0.0255011620,0.0252645914
20260501_224546,2026-05-01 22:45:46,19.0000000000,99.4649809654,70.3323625312,0.4256987375,2.0000026122,60000,88.1627834521,46.0962163486,0.4700621380,347.9703940189,0.0000012651,0.0001235417,0.0000000000,0.0138610205,0.0000012651
20260501_224546,2026-05-01 22:45:46,19.0000000000,99.4649810355,70.3323625808,0.4256987375,2.0000026122,60000,88.3372558865,46.2702667673,0.1191979848,344.0347116745,0.0000015150,0.0001553037,0.0000000000,0.0245208234,0.0000015150
20260501_224546,2026-05-01 22:45:46,19.0000000000,99.4649811558,70.3323626658,0.4256987375,2.0000026122,60000,88.1808378136,46.1063830657,0.1943048864,331.2876357040,0.0000019461,0.0001694521,0.0000000000,0.0229784472,0.0000019461
20260501_224547,2026-05-01 22:45:47,19.0000000000,99.4649813263,70.3323627864,0.4256987375,2.0000026122,60000,88.5242315112,46.3154248948,0.1808930692,326.8022727642,0.0000016537,0.0001628107,0.0000000000,0.0232997038,0.0000016537
20260501_224547,2026-05-01 22:45:47,19.0000000000,99.4649815471,70.3323629425,0.4256987375,2.0000026122,60000,88.0907819356,46.1844162284,0.4871160376,314.2830634847,0.0000013825,0.0001124465,0.0000000000,0.0132505925,0.0000013825
20260501_224547,2026-05-01 22:45:47,19.0000000000,99.4649818181,70.3323631342,0.4256987375,2.0000026122,60000,88.0768591716,46.1001825199,0.4086645825,363.1445048105,0.0000007696,0.0000909152,0.0000000000,0.0160858201,0.0000007696
20260501_224547,2026-05-01 22:45:47,19.0000000000,99.4649821393,70.3323633613,0.4256987375,2.0000026122,60000,88.1743511061,45.9812416485,0.6550894307,323.4598296189,0.0000003044,0.0000388048,0.0000000000,0.0078043598,0.0000003044
20260501_224547,2026-05-01 22:45:47,19.0000000000,99.4649825108,70.3323636240,0.4256987375,2.0000026122,60000,87.8071399078,46.0926941841,0.5019164101,323.8176934213,0.0000008798,0.0000903715,0.0000000000,0.0127260944,0.0000008798
20260501_224547,2026-05-01 22:45:47,19.0000000000,99.4649829325,70.3323639222,0.4256987375,2.0000026122,60000,88.0886173148,45.8479198770,0.2202079706,329.6037679499,0.0000006555,0.0000969400,0.0000000000,0.0223077011,0.0000006555
20260501_224547,2026-05-01 22:45:47,19.0000000000,99.4649834044,70.3323642559,0.4256987375,2.0000026122,60000,88.0649759553,46.3287281923,0.2069552502,331.6932829069,0.0000013529,0.0001464263,0.0000000000,0.0226588691,0.0000013529
20260501_224547,2026-05-01 22:45:47,19.0000000000,99.4649839266,70.3323646251,0.4256987375,2.0000026122,60000,87.9187059071,45.9288928409,0.1697720302,343.0781854103,0.0000010845,0.0001226649,0.0000000000,0.0235517567,0.0000010845
20260501_224547,2026-05-01 22:45:47,19.0000000000,99.4649844990,70.3323650299,0.4256987375,2.0000026122,60000,88.0899006424,46.0469625210,0.2596065736,392.2009711783,0.0000010676,0.0001111783,0.0000000000,0.0211740027,0.0000010676
20260501_224548,2026-05-01 22:45:48,19.0000000000,99.4649851216,70.3323654701,0.4256987375,2.0000026122,60000,88.1205262196,45.9999307159,0.2110464028,333.8631221239,0.0000014070,0.0001527511,0.0000000000,0.0225522088,0.0000014070
20260501_224548,2026-05-01 22:45:48,19.0000000000,99.4649857945,70.3323659459,0.4256987375,2.0000026122,60000,88.2122574904,46.1524831355,0.6864202163,330.9946647945,0.0000003281,0.0000367052,0.0000000000,0.0069498239,0.0000003281
20260501_224548,2026-05-01 22:45:48,19.0000000000,99.4649865176,70.3323664572,0.4256987375,2.0000026122,60000,87.8927510324,46.0581463876,0.5013341107,362.9255425343,0.0000005105,0.0000585156,0.0000000000,0.0127466233,0.0000005105
20260501_224548,2026-05-01 22:45:48,19.0000000000,99.4649872910,70.3323670041,0.4256987375,2.0000026122,60000,88.3669662795,46.2079760120,0.3638491409,349.0193877941,0.0000007510,0.0000860853,0.0000000000,0.0176981358,0.0000007510
20260501_224548,2026-05-01 22:45:48,19.0000000000,99.4649881145,70.3323675864,0.4256987375,2.0000026122,60000,88.0094026931,46.0845964331,0.0363717891,349.7859789993,0.0000012858,0.0001586359,0.0000000000,0.0254082547,0.0000012858
20260501_224548,2026-05-01 22:45:48,19.0000000000,99.4649889883,70.3323682043,0.4256987375,2.0000026122,60000,88.2860208606,46.1683926001,0.3873253879,314.4582835012,0.0000011005,0.0001064624,0.0000000000,0.0168576312,0.0000011005
20260501_224548,2026-05-01 22:45:48,19.0000000000,99.4651906743,70.3325108178,0.4256987375,2.0000026122,60000,88.0629054456,45.9405605719,0.3471753532,369.5483749864,0.0000008292,0.0000984993,0.0000000000,0.0182866193,0.0000008292
20260501_224548,2026-05-01 22:45:48,19.0000000000,99.4651318843,70.3324692470,0.4256987375,2.0000026122,60000,88.0199433769,46.1391351423,0.1618339148,336.5736262309,0.0000017554,0.0001569406,0.0000000000,0.0237234312,0.0000017554
20260501_224549,2026-05-01 22:45:49,19.0000000000,99.4650895740,70.3324393291,0.4256987375,2.0000026122,60000,88.0107405217,46.0213683840,0.1772190393,329.8914332008,0.0000017386,0.0001618401,0.0000000000,0.0233844393,0.0000017386
20260501_224549,2026-05-01 22:45:49,19.0000000000,99.4650591238,70.3324177976,0.4256987375,2.0000026122,60000,88.3113729807,46.2414189275,0.3447453114,358.6473833936,0.0000008825,0.0001038302,0.0000000000,0.0183716502,0.0000008825
20260501_224549,2026-05-01 22:45:49,19.0000000000,99.4650372093,70.3324023016,0.4256987375,2.0000026122,60000,87.9876989177,46.0263058010,0.1925529624,344.5655039106,0.0000027069,0.0002126770,0.0000000000,0.0230214561,0.0000027069
20260501_224549,2026-05-01 22:45:49,19.0000000000,99.4650214377,70.3323911494,0.4256987375,2.0000026122,60000,88.4425595103,46.3092458774,0.4085726180,321.1039472250,0.0000009591,0.0001078456,0.0000000000,0.0160891561,0.0000009591
20260501_224549,2026-05-01 22:45:49,19.0000000000,99.4650100871,70.3323831234,0.4256987375,2.0000026122,60000,88.0998747821,46.1462592095,0.3124978378,329.7204008287,0.0000010574,0.0001190991,0.0000000000,0.0194780079,0.0000010574
20260501_224549,2026-05-01 22:45:49,19.0000000000,99.4650019182,70.3323773471,0.4256987375,2.0000026122,60000,88.4435144612,46.1188047267,0.2813345178,323.7616244133,0.0000011402,0.0001237169,0.0000000000,0.0204983647,0.0000011402
20260501_224549,2026-05-01 22:45:49,19.0000000000,99.4649960392,70.3323731900,0.4256987375,2.0000026122,60000,88.0616533962,46.2334508676,0.3063981199,367.4026145615,0.0000015371,0.0001367524,0.0000000000,0.0196819473,0.0000015371
20260501_224549,2026-05-01 22:45:49,19.0000000000,99.4649918082,70.3323701982,0.4256987375,2.0000026122,60000,88.2244930940,46.0201551016,0.3164371373,339.0658462576,0.0000020970,0.0001573589,0.0000000000,0.0193453139,0.0000020970
20260501_224549,2026-05-01 22:45:49,19.0000000000,99.4649887632,70.3323680451,0.4256987375,2.0000026122,60000,88.3470074717,46.1048372075,0.4542942802,308.8223491140,0.0000007810,0.0000765764,0.0000000000,0.0144297882,0.0000007810
20260501_224550,2026-05-01 22:45:50,19.0000000000,99.4649865717,70.3323664955,0.4256987375,2.0000026122,60000,88.4991712782,46.2369322554,0.0485100089,357.8727239456,0.0000012660,0.0001303064,0.0000000000,0.0253361289,0.0000012660
20260501_224550,2026-05-01 22:45:50,19.0000000000,99.4649849945,70.3323653803,0.4256987375,2.0000026122,60000,88.3518304548,46.3987320022,0.4835600811,314.6468595494,0.0000009551,0.0000960181,0.0000000000,0.0133773874,0.0000009551
20260501_224550,2026-05-01 22:45:50,19.0000000000,99.4649838595,70.3323645777,0.4256987375,2.0000026122,60000,88.5023207319,46.2429565291,0.3553626873,318.7507055514,0.0000006572,0.0000840534,0.0000000000,0.0179987006,0.0000006572
20260501_224550,2026-05-01 22:45:50,19.0000000000,99.4649830426,70.3323640000,0.4256987375,2.0000026122,60000,88.1176742033,45.9585559524,0.2000427671,331.3533904013,0.0000006547,0.0000955394,0.0000000000,0.0228354388,0.0000006547
20260501_224550,2026-05-01 22:45:50,5.0000000000,26.1750895029,18.5085832857,0.1250597542,2.0071753536,60000,23.2351866315,12.1982085275,0.0623977159,87.6178532802,0.0000181892,0.0018373611,0.0000000000,0.3201353173,0.0000181892
20260501_224550,2026-05-01 22:45:50,7.8947368421,41.3289954652,29.2240129531,0.1840290968,2.0004971475,60000,36.6086482556,19.1426347349,0.1843992088,148.3427759171,0.0000114676,0.0009328719,0.0000000000,0.1106149179,0.0000114676
20260501_224550,2026-05-01 22:45:50,10.7894736842,56.4829220738,39.9394572196,0.2459757384,2.0000773334,60000,50.2022046023,26.1349693652,0.2449527392,185.2002483145,0.0000041551,0.0003915914,0.0000000000,0.0619857669,0.0000041551
20260501_224550,2026-05-01 22:45:50,13.6842105263,71.6368568441,50.6549072574,0.3089569746,2.0000186627,60000,63.5596996802,33.1526284097,0.0864257170,253.1044490471,0.0000036544,0.0003693608,0.0000000000,0.0580317180,0.0000036544
20260501_224551,2026-05-01 22:45:51,16.5789473684,86.7907960110,61.3703604040,0.3724172688,2.0000059129,60000,76.8183489444,40.2866421674,0.5343484487,291.4226257945,0.0000006142,0.0000781855,0.0000000000,0.0133219381,0.0000006142
20260501_224551,2026-05-01 22:45:51,19.4736842105,101.9447380480,72.0858155800,0.4361386400,2.0000022537,60000,90.6727800324,47.5160302631,0.2769142012,377.9237193897,0.0000007403,0.0000951548,0.0000000000,0.0193897096,0.0000007403
20260501_224551,2026-05-01 22:45:51,22.3684210526,117.0986822189,82.8012722650,0.5000180750,2.0000009818,60000,103.6464934111,54.0621005402,0.8125625871,391.2347361655,0.0000001778,0.0000200109,0.0000000000,0.0041152966,0.0000001778
20260501_224551,2026-05-01 22:45:51,25.2631578947,132.2526281247,93.5167301767,0.5640005220,2.0000004733,60000,117.2941899754,61.3057700331,0.3770362020,424.9547928848,0.0000004207,0.0000451355,0.0000000000,0.0081400001,0.0000004207
20260501_224551,2026-05-01 22:45:51,28.1578947368,147.4065755308,104.2321891493,0.6280538665,2.0000002469,60000,130.7315591910,68.4975712736,0.6444649410,502.4178199318,0.0000002567,0.0000261334,0.0000000000,0.0040217496,0.0000002567
20260501_224551,2026-05-01 22:45:51,31.0526315789,162.5605242898,114.9476490786,0.6921581024,2.0000001373,60000,143.9632305291,75.3875484216,0.5429887321,574.0095629060,0.0000001178,0.0000170078,0.0000000000,0.0033831692,0.0000001178
20260501_224551,2026-05-01 22:45:51,33.9473684211,177.7144743047,125.6631098959,0.7563001120,2.0000000804,60000,157.1556333086,81.9807259095,0.6013715407,588.8756973071,0.0000000602,0.0000097507,0.0000000000,0.0022871142,0.0000000602
20260501_224551,2026-05-01 22:45:51,36.8421052632,192.8684255091,136.3785715542,0.8204709336,2.0000000492,60000,171.3796879850,89.2632410716,0.7133270379,656.2511419863,0.0000000459,0.0000071159,0.0000000000,0.0014763422,0.0000000459
20260501_224551,2026-05-01 22:45:51,39.7368421053,208.0223778556,147.0940340202,0.8846642352,2.0000000313,60000,183.9836090558,96.4319321661,0.6368551952,722.8352027546,0.0000000849,0.0000073634,0.0000000000,0.0011486467,0.0000000849
20260501_224551,2026-05-01 22:45:51,42.6315789474,223.1763313100,157.8094972697,0.9488754153,2.0000000205,60000,197.6149751664,103.3647483697,0.6815263685,748.0507205091,0.0000000200,0.0000035046,0.0000000000,0.0007986895,0.0000000200
20260501_224552,2026-05-01 22:45:52,45.5263157895,238.3302858468,168.5249612844,1.0131010489,2.0000000138,60000,211.3197779363,110.9165783331,0.5398072608,830.8091466684,0.0000000285,0.0000034054,0.0000000000,0.0006257745,0.0000000285
20260501_224552,2026-05-01 22:45:52,48.4210526316,253.4842414463,179.2404260506,1.0773385340,2.0000000096,60000,225.1369064827,117.6393580821,1.7546893551,845.8746150979,0.0000000079,0.0000008269,0.0000000000,0.0001341039,0.0000000079
20260501_224552,2026-05-01 22:45:52,51.3157894737,268.6381980935,189.9558915576,1.1415858581,2.0000000067,60000,238.0495477523,124.4627162454,0.6072634559,945.2725196757,0.0000000276,0.0000023310,0.0000000000,0.0003083100,0.0000000276
20260501_224552,2026-05-01 22:45:52,54.2105263158,283.7921557766,200.6713577972,1.2058414404,2.0000000049,60000,252.0613103821,131.8588905869,0.9911234089,937.5216535764,0.0000000091,0.0000010398,0.0000000000,0.0001786747,0.0000000091
20260501_224552,2026-05-01 22:45:52,57.1052631579,298.9461144860,211.3868247624,1.2701040214,2.0000000036,60000,264.5302543354,138.5149495083,1.7195119203,1004.1808767161,0.0000000038,0.0000003745,0.0000000000,0.0000708471,0.0000000038
20260501_224552,2026-05-01 22:45:52,60.0000000000,314.1000742142,222.1022924481,1.3343725858,2.0000000027,60000,277.8633357620,145.5310996299,0.7249754059,1130.1567768848,0.0000000063,0.0000007436,0.0000000000,0.0001083677,0.0000000063
20260501_224552,2026-05-01 22:45:52,5.0000000000,26.1750895029,18.5085832857,0.1250597542,2.0071753536,60000,23.1902791806,12.1563806681,0.0440182210,93.5347711828,0.0000188684,0.0020317094,0.0000000000,0.3407383281,0.0000188684
20260501_224552,2026-05-01 22:45:52,7.8947368421,41.3289954652,29.2240129531,0.1840290968,2.0004971475,60000,36.5527248130,19.1972758761,0.1047312904,148.5474313243,0.0000099568,0.0009505577,0.0000000000,0.1554269103,0.0000099568
20260501_224552,2026-05-01 22:45:52,10.7894736842,56.4829220738,39.9394572196,0.2459757384,2.0000773334,60000,50.0780472464,26.3252980369,0.0911112945,185.8736969271,0.0000063918,0.0005889081,0.0000000000,0.0950267750,0.0000063918
20260501_224553,2026-05-01 22:45:53,13.6842105263,71.6368568441,50.6549072574,0.3089569746,2.0000186627,60000,63.3531639728,33.2880153796,0.4408630464,233.9496048712,0.0000008090,0.0000990692,0.0000000000,0.0218025896,0.0000008090
20260501_224553,2026-05-01 22:45:53,16.5789473684,86.7907960110,61.3703604040,0.3724172688,2.0000059129,60000,76.9436689380,40.3565245381,0.1025034321,315.0505333092,0.0000013179,0.0001701838,0.0000000000,0.0359050568,0.0000013179
20260501_224553,2026-05-01 22:45:53,19.4736842105,101.9447380480,72.0858155800,0.4361386400,2.0000022537,60000,90.0002641708,47.1050092471,0.5183663253,346.5272581589,0.0000002957,0.0000488526,0.0000000000,0.0117047735,0.0000002957
20260501_224553,2026-05-01 22:45:53,22.3684210526,117.0986822189,82.8012722650,0.5000180750,2.0000009818,60000,102.9386755661,53.9208065158,0.3490670868,365.1344484702,0.0000004978,0.0000576590,0.0000000000,0.0120788264,0.0000004978
20260501_224553,2026-05-01 22:45:53,25.2631578947,132.2526281247,93.5167301767,0.5640005220,2.0000004733,60000,117.4193620926,61.2396015257,0.1969705336,499.4505287303,0.0000005458,0.0000561346,0.0000000000,0.0095759509,0.0000005458
